"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalHalfBath","TotalFullBath","TotalFinSF","AbvGrndRoomSize","YrSold_Garage_Difference","hasDeck","hasOpenPorch","hasEnlosedPorch","hasX3SsnPorch","hasScreenPorch","hasPool","hasFence"
"1154",1154,"1 story older","medium-high density",57.8,8.68101127664563,"Reg","Lvl","Corner","Gtl","IDOTRR","Normal","1Fam","1 story",6,8,4.36944785246702,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","3","BrkTil",3,3,3,"5",6.289715570909,1,0,5.63121178182137,6.70563909486,"GasA",4,"Y","SBrkr",6.70563909486,0,0,-Inf,0,0,1,0,2,1,5,5,"Typ",0,0,5,2002,5,1,6.07073772800249,3,3,"Y",0,0,4.57471097850338,0,0,6,2008,"Warranty Deed","Normal",120500,0,1,7.21081845347222,163.2,1.94591014905531,"No","No","Yes","No","No",0,0
"1155",1155,"2 story newer","low density",82,9.52515111181622,"IR1","Lvl","Inside","Gtl","NAmes","Normal","1Fam","2 stories",7,6,3.78418963391826,0,"Gable","Shingle","Synthetic","Synthetic","Stone",5.66642668811243,"2","2","CBlock",3,3,4,"5",6.12029741895095,1,0,6.01859321449623,6.76272950693188,"GasA",2,"Y","SBrkr",6.80572255341699,6.82328612235569,0,-Inf,0,0,1,2,4,1,5,8,"Typ",2,4,5,1965,5,2,6.20050917404269,3,3,"Y",4.11087386417331,4.44265125649032,0,5.61312810638807,0,5,2008,"Warranty Deed","Normal",201800,2,1,7.72929567431048,227.5,3.78418963391826,"Yes","Yes","No","No","Yes",0,1
"1156",1156,"1 story (new styles)","low density",90,9.28433405188451,"IR1","Lvl","Corner","Gtl","Veenker","Normal","1Fam","1 story",5,8,3.46573590279973,0,"Gable","Shingle","Ply","Ply","None",0,"3","3","CBlock",4,3,4,"5",7.05444965813294,1,0,5.63835466933375,7.27100853828099,"GasA",2,"Y","SBrkr",7.27100853828099,0,0,-Inf,1,0,2,0,3,1,5,6,"Typ",1,2,5,1976,5,2,6.2709884318583,3,3,"Y",0,3.09104245335832,0,5.19849703126583,0,7,2007,"Warranty Deed","Normal",218000,0,3,7.86095636487639,239.5,3.46573590279973,"No","Yes","No","No","Yes",0,0
"1157",1157,"split","low density",85,9.14313162228273,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","foyer",5,8,3.78418963391826,0,"Gable","Shingle","Brick","Brick","None",0,"2","3","PConc",3,3,4,"5",6.45204895443723,1,0,6.3750248198281,7.1066061377273,"GasA",3,"Y","SBrkr",7.14361760270412,0,0,-Inf,0,1,2,0,3,1,5,6,"Typ",1,4,5,1965,5,2,6.22059017009974,3,3,"Y",0,4.53259949315326,0,0,0,10,2008,"Warranty Deed","Normal",179900,1,2,7.54855597916987,210.833333333333,3.78418963391826,"No","Yes","No","Yes","No",0,1
"1158",1158,"projects","low density",34,8.5173931714189,"IR1","Lvl","Inside","Gtl","NridgHt","Normal","Twnhs","1 story",7,5,1.09861228866811,0,"Gable","Shingle","Synthetic","Synthetic","Stone",5.11799381241676,"3","2","PConc",4,3,1,"6",6.80793494369993,1,0,6.01859321449623,7.18159194461187,"GasA",4,"Y","SBrkr",7.18159194461187,0,0,-Inf,1,0,2,0,2,1,5,6,"Typ",1,4,5,2008,5,2,6.44094654063292,3,3,"Y",5.15329159449778,4.14313472639153,0,0,0,7,2009,"Warranty Deed","Normal",230000,0,3,7.70436116791031,219,0.693147180559945,"Yes","Yes","No","No","No",0,0
"1159",1159,"1 story (new styles)","low density",92,9.38697914563464,"Reg","Lvl","FR2","Gtl","Somerst","near street","1Fam","1 story",8,5,0.693147180559945,0,"Gable","Shingle","Synthetic","Synthetic","Stone",5.23110861685459,"3","2","PConc",4,3,1,"1",0,1,0,7.36581283720947,7.36581283720947,"GasA",4,"Y","SBrkr",7.36581283720947,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",0,0,5,2008,5,3,6.72262979485545,3,3,"Y",0,3.2188758248682,0,0,0,6,2008,"Low Interest/Down Payment","Partial",235128,0,2,7.36518012602101,225.714285714286,0,"No","Yes","No","No","No",0,0
"1160",1160,"2 story newer","low density",76,9.11822508306838,"Reg","Lvl","Inside","Gtl","NWAmes","Normal","1Fam","2 stories",6,6,3.55534806148941,1,"Hip","Shingle","Ply","Ply","Brick",5.6021188208797,"3","2","CBlock",3,3,1,"5",6.09356977004514,1,0,6.13122648948314,6.80461452006262,"GasA",2,"Y","SBrkr",6.8501261661455,6.83947643822884,0,-Inf,0,0,2,1,4,1,5,8,"Typ",1,3,5,1974,5,2,6.29341927884648,4,3,"Y",0,4.24849524204936,0,0,0,7,2008,"Warranty Deed","Normal",185000,1,2,7.7484600238997,234.5,3.55534806148941,"No","Yes","No","No","No",0,0
"1161",1161,"projects","low density",24,7.73193072194849,"Reg","Lvl","Inside","Gtl","NPkVill","Normal","Twnhs","2 stories",6,5,3.49650756146648,1,"Gable","Shingle","Ply","Stucco","None",0,"2","2","CBlock",4,3,1,"5",5.74300318780948,1,0,6.30078579466324,6.75227037614174,"GasA",1,"Y","SBrkr",6.75227037614174,6.40025744530882,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1978,5,2,6.08904487544685,3,3,"Y",3.29583686600433,0,0,0,0,7,2010,"Warranty Deed","Normal",146000,1,2,7.4770384723197,208,3.49650756146648,"Yes","No","No","No","No",0,0
"1162",1162,"1 story (new styles)","low density",80.6,9.60089486734859,"IR1","Low","CulDSac","Gtl","Crawfor","near positive feature","1Fam","1 story",6,7,4.00733318523247,0,"Hip","Shingle","Ply","Ply","Brick",4.29045944114839,"3","2","CBlock",3,3,1,"4",6.59167373200866,1,0,6.34388043412633,7.16780918431644,"GasA",4,"Y","SBrkr",7.40306109109009,0,0,-Inf,1,0,1,0,3,1,5,7,"Typ",1,4,5,1993,5,2,6.82979373751242,3,3,"Y",4.69134788222914,0,0,0,0,11,2008,"Warranty Deed","Normal",224000,0,2,7.7698009960039,234.285714285714,2.77258872223978,"Yes","No","No","Yes","No",0,0
"1163",1163,"1 story (new styles)","low density",109,9.07383312732152,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","1 story",5,5,3.68887945411394,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","CBlock",4,3,1,"4",6.20050917404269,1,0,5.99893656194668,6.79682371827486,"GasA",3,"Y","SBrkr",6.79682371827486,0,0,-Inf,0,0,1,0,3,1,5,5,"Typ",1,1,5,1968,5,2,6.11146733950268,3,3,"Y",0,0,0,0,0,5,2007,"Warranty Deed","Normal",129000,0,1,7.23417717974985,178.8,3.68887945411394,"No","No","No","No","No",0,0
"1164",1164,"duplex","low density",60,9.46498259034976,"Reg","Lvl","Inside","Gtl","Sawyer","near street","Duplex","foyer",4,4,3.68887945411394,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",4,3,3,"6",7.08924315502751,1,0,0,7.08924315502751,"GasA",2,"Y","SBrkr",7.13807303404435,0,0,-Inf,2,0,0,2,0,2,5,6,"Typ",0,0,5,1969,5,2,5.99396142730657,2,3,"Y",4.79579054559674,0,0,0,0,1,2008,"Warranty Deed","Alloca",108959,2,2,7.80628928926703,209.666666666667,3.68887945411394,"Yes","No","No","No","No",0,0
"1165",1165,"split","low density",68.6,9.69010867127683,"IR1","Lvl","FR2","Gtl","Veenker","near street","1Fam","foyer",5,7,3.40119738166216,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","PConc",4,3,4,"5",6.52356230614951,3,5.97126183979046,5.66988092298052,7.21597500265147,"GasA",4,"Y","SBrkr",7.26752542782817,0,0,-Inf,1,0,1,1,2,1,5,5,"Typ",1,3,5,1978,5,2,6.37842618365159,3,3,"Y",5.12989871492307,5.19849703126583,0,0,0,6,2007,"Warranty Deed","Normal",194000,1,2,7.82524529143177,286.4,3.40119738166216,"Yes","Yes","No","No","No",0,0
"1166",1166,"1 story (new styles)","low density",79,9.16335358075185,"IR1","Lvl","Inside","Gtl","NridgHt","Normal","1Fam","1 story",7,5,0,1,"Gable","Shingle","Synthetic","Synthetic","Stone",5.59471137960184,"3","2","PConc",4,3,1,"1",0,1,0,7.31521838975297,7.31521838975297,"GasA",4,"Y","SBrkr",7.31521838975297,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",0,0,5,2009,5,2,6.46925031679577,3,3,"Y",0,4.74493212836325,0,0,0,9,2009,"New Home","Partial",233170,0,2,7.31455283232408,214.571428571429,0,"No","Yes","No","No","No",0,0
"1167",1167,"1 story (new styles)","low density",64,9.25674674479034,"IR1","Lvl","Corner","Gtl","CollgCr","Normal","1Fam","1 story",8,5,1.09861228866811,1,"Gable","Shingle","Synthetic","Synthetic","Stone",4.29045944114839,"3","2","PConc",4,3,3,"1",0,1,0,7.43543801981455,7.43543801981455,"GasA",4,"Y","SBrkr",7.43543801981455,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",0,0,5,2008,5,3,6.65544035036765,3,3,"Y",5.08140436498446,3.52636052461616,0,0,0,2,2010,"Warranty Deed","Normal",245350,0,2,7.434847875212,242,1.09861228866811,"Yes","Yes","No","No","No",0,0
"1168",1168,"2 story newer","low density",58,9.29210467377882,"IR1","Lvl","Inside","Gtl","Gilbert","near railroad","1Fam","2 stories",6,5,1.94591014905531,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,1,"6",6.6682282484174,1,0,5.15905529921453,6.86693328446188,"GasA",4,"Y","SBrkr",6.86693328446188,6.5694814204143,0,-Inf,1,0,2,1,3,1,5,7,"Typ",1,3,5,2000,5,2,6.15909538849193,3,3,"Y",0,3.66356164612965,0,0,0,2,2006,"Warranty Deed","Normal",173000,1,3,7.80669637252118,238.714285714286,1.94591014905531,"No","Yes","No","No","No",0,0
"1169",1169,"2 story older","low density",120,9.52719282172774,"Reg","Lvl","Corner","Gtl","Edwards","Normal","1Fam","2 stories",6,7,4.30406509320417,0,"Hip","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"3",6.44094654063292,1,0,6.21860011969173,7.028201432058,"GasA",4,"Y","SBrkr",7.12044437239249,6.7719355558396,0,-Inf,0,0,2,0,4,1,5,7,"Typ",2,3,5,1935,5,2,6.29341927884648,3,3,"Y",0,0,0,4.51085950651685,0,7,2008,"Warranty Deed","Normal",235000,0,2,7.91352101728389,301.142857142857,4.30406509320417,"No","No","No","No","Yes",0,0
"1170",1170,"2 story newer","low density",118,10.4845852292875,"IR1","Lvl","CulDSac","Gtl","NoRidge","Normal","1Fam","2 stories",10,5,2.484906649788,0,"Hip","Shingle","Ply","Ply","Brick",7.2291138777933,"3","3","PConc",5,3,4,"6",7.23561914106675,1,0,6.29894924685594,7.56579328242851,"GasA",4,"Y","SBrkr",7.51316354523408,7.49387388678356,0,-Inf,1,0,3,1,4,1,5,10,"Typ",1,3,5,1995,5,3,6.69456205852109,3,3,"Y",5.89164421182577,4.34380542185368,0,0,0,7,2006,"Warranty Deed","Normal",625000,1,4,8.51998927871824,362.7,2.484906649788,"Yes","Yes","No","No","No",0,0
"1171",1171,"split","low density",76,9.19826779074191,"Reg","Lvl","Inside","Gtl","Mitchel","Normal","1Fam","foyer",6,6,3.46573590279973,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,3,"5",6.25958146406492,1,0,6.35437004079735,7.00033446027523,"GasA",2,"Y","SBrkr",7.02019070831193,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",1,1,5,1977,5,1,5.88332238848828,3,3,"Y",5.31811999384422,0,0,0,0,7,2008,"Warranty Deed","Normal",171000,0,2,7.40245152081824,186.333333333333,3.46573590279973,"Yes","No","No","No","No",1,1
"1172",1172,"1 story (new styles)","low density",76,9.11822508306838,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",6,6,3.93182563272433,1,"Hip","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"5",6.49677499018586,1,0,6.39692965521615,7.14045304310116,"GasA",4,"Y","SBrkr",7.14045304310116,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",1,3,5,1958,5,2,6.07304453410041,3,3,"Y",0,0,0,5.66642668811243,7.24494154633701,11,2008,"Warranty Deed","Normal",163000,0,2,7.56164174558878,210.166666666667,3.93182563272433,"No","No","No","No","Yes",0,0
"1173",1173,"projects","floating",35,8.29829063435928,"IR1","Lvl","Inside","Gtl","Somerst","Normal","TwnhsE","2 stories",7,5,1.09861228866811,0,"Gable","Shingle","Stucco","Stucco","None",0,"3","2","PConc",4,3,1,"1",0,1,0,6.4393503711001,6.4393503711001,"GasA",4,"Y","SBrkr",6.4393503711001,6.4393503711001,0,-Inf,0,0,2,1,2,1,5,5,"Typ",0,0,5,2006,5,2,6.4393503711001,3,3,"Y",0,4.00733318523247,0,0,0,3,2008,"Warranty Deed","Normal",171900,1,2,7.13089883029635,250,1.09861228866811,"No","Yes","No","No","No",0,0
"1174",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"1175",1175,"2 story older","low density",80,9.71474542793925,"IR1","Lvl","Inside","Gtl","Crawfor","Normal","1Fam","2 stories",6,8,4.31748811353631,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",4,3,1,"3",6.22257626807137,1,0,6.10924758276437,6.8596149036542,"GasA",2,"Y","SBrkr",7.06561336359772,7.06987412845857,0,-Inf,0,0,2,1,4,1,5,9,"Typ",1,4,5,1932,5,2,5.88887795833288,3,3,"Y",0,0,0,0,0,7,2006,"Warranty Deed","Normal",239000,1,2,7.95437227253187,260.555555555556,4.31748811353631,"No","No","No","No","No",0,0
"1176",1176,"1.5 stories","low density",85,9.27594082906013,"Reg","Lvl","Inside","Gtl","NoRidge","Normal","1Fam","1.5 stories",8,5,2.77258872223978,0,"Hip","Shingle","Ply","Ply","Brick",5.82304589548302,"3","2","PConc",4,3,1,"6",6.55250788703459,1,0,6.89162589705225,7.42892719480227,"GasA",4,"Y","SBrkr",7.66387725870347,6.61204103483309,0,-Inf,0,0,2,1,4,1,5,9,"Typ",1,3,5,1992,5,2,6.29526600143965,3,3,"Y",0,3.52636052461616,0,0,0,4,2007,"Warranty Deed","Normal",285000,1,2,8.18088094199639,319.111111111111,2.77258872223978,"No","Yes","No","No","No",0,0
"1177",1177,"1 story (new styles)","low density",37,8.84664081310049,"IR1","Lvl","CulDSac","Gtl","Mitchel","Normal","1Fam","1 story",5,5,3.2188758248682,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,1,"5",6.49072353450251,1,0,5.3890717298165,6.77650699237218,"GasA",2,"Y","SBrkr",6.82871207164168,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",0,0,5,1984,5,1,5.57972982598622,3,3,"Y",5.89440283426485,0,0,0,0,10,2008,"Warranty Deed","Normal",119500,0,2,7.36581283720947,184.6,3.2188758248682,"Yes","No","No","No","No",0,1
"1178",1178,"1.5 stories","medium-high density",36.8,8.28147085789517,"Reg","Bnk","Inside","Gtl","OldTown","near street","1Fam","1.5 stories",6,8,4.43081679884331,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"3",6.15060276844628,1,0,5.86078622346587,6.70808408385307,"GasA",2,"Y","SBrkr",6.70808408385307,6.00881318544259,0,-Inf,0,0,1,0,3,1,5,5,"Typ",0,0,5,1926,5,1,5.35185813347607,3,3,"N",0,0,4.76217393479776,0,0,12,2009,"Warranty Deed","Normal",115000,0,1,7.43366654016617,244.8,4.43081679884331,"No","No","Yes","No","No",0,0
"1179",1179,"1.5 stories","low density",54,8.94650502599868,"IR1","Lvl","FR2","Gtl","Crawfor","Normal","1Fam","1.5 stories",5,6,4.48863636973214,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.59578051396131,6.59578051396131,"GasA",4,"Y","SBrkr",6.71052310945243,6.26149168432104,0,-Inf,0,0,1,1,3,1,5,7,"Typ",1,4,5,1921,5,1,5.23110861685459,2,3,"Y",5.26269018890489,0,4.63472898822964,0,0,7,2009,"Warranty Deed","Normal",154900,1,1,7.20266119652324,191.857142857143,4.48863636973214,"Yes","No","Yes","No","No",0,0
"1180",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"1181",1181,"2 story newer","low density",91.6,9.32098689206325,"IR2","Lvl","Corner","Gtl","Timber","Normal","1Fam","2 stories",7,5,2.83321334405622,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","Wood",4,3,1,"2",7.10414409298753,1,0,0,7.10414409298753,"GasA",4,"Y","SBrkr",7.1693500166706,7.10414409298753,0,-Inf,0,0,2,1,4,1,5,8,"Typ",0,0,5,1990,5,2,6.5424719605068,3,3,"Y",0,0,0,0,0,4,2006,"Warranty Deed","Normal",250000,1,2,8.22416351263786,314.25,2.83321334405622,"No","No","No","No","No",0,1
"1182",1182,"projects","medium-high density",64,8.62819774945915,"IR1","HLS","Inside","Mod","Crawfor","Normal","TwnhsE","1 story",8,5,0,1,"Hip","Shingle","Concrete","Stucco","Stone",5.23110861685459,"4","2","PConc",5,3,4,"6",7.3004728142678,1,0,4.79579054559674,7.37838371299671,"GasA",4,"Y","SBrkr",7.41034709782102,0,0,-Inf,1,1,2,0,2,1,5,5,"Typ",1,4,5,2008,5,2,6.18001665365257,3,3,"Y",5.09375020080676,3.98898404656427,0,0,0,11,2008,"New Home","Partial",392500,1,3,8.04942705711069,330.4,0,"Yes","Yes","No","Yes","No",0,0
"1183",1183,"2 story newer","low density",160,9.6564994664119,"IR1","Lvl","Corner","Gtl","NoRidge","Normal","1Fam","2 stories",10,5,2.484906649788,1,"Hip","Shingle","Stucco","Synthetic","None",0,"3","2","PConc",5,3,3,"6",7.64826303090192,1,0,5.70711026474888,7.78197323443438,"GasA",4,"Y","SBrkr",7.78821155784708,7.63336964967958,0,-Inf,1,0,3,1,4,1,5,10,"Typ",2,3,5,1996,5,3,6.70196036600254,3,3,"Y",5.14749447681345,4.36944785246702,0,0,0,7,2007,"Warranty Deed","Abnorml",745000,1,4,8.79057347915716,447.6,2.484906649788,"Yes","Yes","No","No","No",1,1
"1184",1184,"1 story older","low density",60,9.28730141311231,"Reg","Lvl","Inside","Gtl","OldTown","Normal","1Fam","1 story",5,6,4.46590811865458,0,"Hip","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"3",6.71174039505618,1,0,5.7037824746562,7.02197642307216,"GasA",4,"Y","SBrkr",7.03085747611612,0,0,-Inf,1,0,1,0,2,1,5,5,"Typ",1,4,5,1970,5,2,6.58063913728495,3,3,"Y",5.4380793089232,0,0,0,0,6,2006,"Warranty Deed","Normal",120000,0,2,7.57609734062311,226,3.61091791264422,"Yes","No","No","No","No",0,0
"1185",1185,"1 story (new styles)","low density",50,10.4668961387102,"Reg","Lvl","Inside","Mod","Timber","Normal","1Fam","1 story",5,4,3.80666248977032,1,"Hip","Shingle","Stucco","Stucco","Brick",5.4249500174814,"2","2","CBlock",3,3,4,"3",7.05617528410041,1,0,6.02586597382531,7.36073990305828,"GasA",3,"Y","SBrkr",7.36073990305828,0,0,-Inf,1,0,1,1,3,1,5,5,"Typ",2,3,5,1963,5,3,6.9037472575846,3,3,"Y",0,5.57594910314632,0,5.57594910314632,0,5,2007,"Warranty Deed","Normal",186700,1,2,7.91242312147371,314.4,3.80666248977032,"No","Yes","No","No","Yes",0,0
"1186",1186,"1.5 stories","low density",60,9.18379103674265,"Reg","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1.5 stories",5,7,4.4188406077966,0,"Gable","Shingle","Shingle","Shingle","None",0,"2","3","BrkTil",3,3,1,"4",5.97380961186926,1,0,5.97380961186926,6.66568371778241,"GasA",3,"Y","SBrkr",6.85646198459459,5.60947179518496,0,-Inf,1,0,1,0,4,1,5,7,"Typ",0,0,5,1965,5,1,5.97380961186926,3,3,"Y",0,0,5.46806014113513,0,0,3,2006,"Warranty Deed","Normal",104900,0,2,7.38585107812521,174.428571428571,3.73766961828337,"No","No","Yes","No","No",0,0
"1187",1187,"projects","low density",107,9.27002337413736,"IR1","Bnk","Corner","Mod","OldTown","near street","2fmCon","2 stories",3,5,4.70048036579242,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",2,3,2,"4",6.08904487544685,1,0,6.289715570909,6.88653164253051,"GasA",2,"Y","SBrkr",6.92264389147589,6.53087762772588,0,-Inf,1,0,2,0,3,2,5,7,"Typ",0,0,5,1920,5,2,6.04263283368238,2,2,"Y",0,4.31748811353631,0,0,0,8,2009,"Warranty Deed","Abnorml",95000,0,3,7.66809370908241,242.714285714286,4.49980967033027,"No","Yes","No","No","No",0,0
"1188",1188,"1 story (new styles)","low density",89,9.43035904594287,"Reg","Lvl","Corner","Gtl","NoRidge","Normal","1Fam","1 story",8,5,2.56494935746154,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"6",7.2841348061952,1,0,5.12989871492307,7.39326309476384,"GasA",4,"Y","SBrkr",7.39326309476384,0,0,-Inf,1,0,2,0,2,1,5,5,"Typ",1,2,5,1994,5,3,6.63068338564237,3,3,"Y",0,4.74493212836325,5.26269018890489,0,0,7,2006,"Warranty Deed","Normal",262000,0,3,8.03268487596762,324.8,2.56494935746154,"No","Yes","Yes","No","No",0,1
"1189",1189,"2 story newer","low density",68,9.09773142759353,"IR1","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,2.07944154167984,1,"Gable","Shingle","Synthetic","Synthetic","Brick",4.56434819146784,"3","2","PConc",4,3,1,"1",0,1,0,6.72383244082121,6.72383244082121,"GasA",4,"Y","SBrkr",6.72383244082121,6.72142570079064,0,-Inf,0,0,2,1,3,1,5,7,"Typ",0,0,5,2002,5,2,6.20253551718792,3,3,"Y",4.97673374242057,4.23410650459726,0,0,0,7,2009,"Warranty Deed","Normal",195000,1,2,7.41457288135059,237.142857142857,2.07944154167984,"Yes","Yes","No","No","No",0,0
"1190",1190,"2 story newer","low density",60,8.9226582995244,"Reg","Lvl","Inside","Gtl","Gilbert","Normal","1Fam","2 stories",7,5,2.484906649788,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",3,3,1,"1",0,1,0,6.90274273715859,6.90274273715859,"GasA",3,"Y","SBrkr",6.93634273583405,6.65544035036765,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1999,5,2,6.09356977004514,3,3,"Y",4.94875989037817,4.11087386417331,0,0,0,6,2010,"Warranty Deed","Normal",189000,1,2,7.49776170062257,257.714285714286,2.484906649788,"Yes","Yes","No","No","No",0,0
"1191",1191,"projects","low density",134.4,10.3878562582398,"Reg","Low","Inside","Mod","Mitchel","Normal","2fmCon","1 story",4,4,3.85014760171006,0,"Gable","Shingle","Stucco","Stucco","Stone",5.01063529409626,"2","3","CBlock",3,3,3,"4",7.05617528410041,1,0,4.51085950651685,7.13089883029635,"GasA",4,"Y","SBrkr",7.39203156751459,0,0,-Inf,1,0,1,0,3,1,5,7,"Typ",1,3,5,1975,5,4,7.21303165983487,3,3,"Y",6.08677472691231,0,0,0,0,3,2007,"Warranty Deed","Normal",168000,0,2,7.93056585423396,231.714285714286,3.49650756146648,"Yes","No","No","No","No",0,0
"1192",1192,"projects","floating",24,7.8804263442924,"Reg","Lvl","Inside","Gtl","Somerst","Normal","Twnhs","2 stories",8,5,2.19722457733622,0,"Gable","Shingle","Stucco","Stucco","Brick",6.12468339089421,"3","2","PConc",4,3,1,"1",0,1,0,6.65544035036765,6.65544035036765,"GasA",4,"Y","SBrkr",6.63987583382654,6.5191472879404,0,-Inf,0,0,2,1,2,1,5,5,"Typ",0,0,5,1999,5,2,6.20050917404269,3,3,"Y",5.33271879326537,0,0,0,0,11,2007,"Warranty Deed","Normal",174000,1,2,7.27309259599952,288.2,2.19722457733622,"Yes","No","No","No","No",0,0
"1193",1193,"1.5 stories","medium-high density",60,9.16951837745593,"Reg","Lvl","Inside","Gtl","OldTown","Normal","1Fam","1.5 stories",5,8,4.4188406077966,0,"Gambrel","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",3,3,2,"1",0,1,0,6.55535689181067,6.55535689181067,"GasA",3,"Y","SBrkr",6.73696695800186,6.44730586254121,0,-Inf,0,0,1,0,3,1,5,6,"Typ",0,0,5,1925,5,1,5.52545293913178,3,2,"P",0,0,4.44265125649032,0,0,7,2007,"Warranty Deed","Normal",125000,0,1,7.29437729928882,245.333333333333,4.4188406077966,"No","No","Yes","No","No",0,1
"1194",1194,"projects","medium-high density",60.8,8.41183267575841,"Reg","Lvl","FR2","Gtl","Mitchel","Normal","TwnhsE","1 story",6,5,2.39789527279837,1,"Hip","Shingle","Synthetic","Synthetic","Brick",6.05443934626937,"2","2","PConc",5,3,1,"6",6.78445706263764,1,0,5.8348107370626,7.11069612297883,"GasA",4,"Y","SBrkr",7.11069612297883,0,0,-Inf,1,0,2,0,2,1,5,5,"Typ",0,0,5,1999,5,2,5.99893656194668,3,3,"Y",0,5.72031177660741,0,0,0,6,2009,"Warranty Deed","Normal",165000,0,3,7.65302041380419,244.8,2.39789527279837,"No","Yes","No","No","No",0,0
"1195",1195,"2 story newer","low density",80,9.1446278286108,"Reg","Lvl","Corner","Gtl","Sawyer","Normal","1Fam","2 stories",6,7,3.73766961828337,1,"Gable","Shingle","Ply","Ply","Stone",4.969813299576,"2","2","CBlock",3,3,1,"5",5.91889385427315,1,0,5.68017260901707,6.49828214947643,"GasA",2,"Y","SBrkr",6.49828214947643,6.5366915975913,0,-Inf,0,0,1,1,4,1,5,7,"Typ",0,0,5,1969,5,1,5.7037824746562,3,3,"Y",5.94017125272043,3.61091791264422,0,0,0,3,2010,"Warranty Deed","Normal",158000,1,1,7.45182223652793,193.142857142857,3.73766961828337,"Yes","Yes","No","No","No",0,1
