Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalHalfBath,TotalFullBath,TotalFinSF,AbvGrndRoomSize,YrSold_Garage_Difference,hasDeck,hasOpenPorch,hasEnlosedPorch,hasX3SsnPorch,hasScreenPorch,hasPool,hasFence,Set
2379,2-story (Newer),Low Density,80,8.987196821,Reg,Lvl,Inside,Gtl,NWAmes,Near Positive Feature,1Fam,2-story,6,6,3.63758616,1,Gable,Shingle,Synthetic,Synthetic,Brick,6.265301213,2,2,CBlock,3,3,1,3,6.820016365,1,0,4.543294782,6.91671502,GasA,2,Y,SBrkr,7.247080585,6.91671502,0,7.787796878,1,0,2,1,4,1,3,8,Typ,1,1,5,1970,5,2,6.34738921,3,3,Y,0,5.262690189,0,0,0,6,2007,Warranty Deed,Normal,,1,3,8.109826276,301.375,3.63758616,No,Yes,No,No,No,0,0,Test
2380,Split,Low Density,71.8,9.073718494,IR1,Lvl,Inside,Gtl,NWAmes,Near Positive Feature,1Fam,Split,6,6,3.663561646,1,Gable,Shingle,Ply,Ply,None,0,2,2,PConc,4,3,3,4,6.881411304,1,0,0,6.881411304,GasA,4,Y,SBrkr,6.987490247,0,0,6.986566459,1,0,1,0,3,1,3,6,Typ,0,0,5,1969,5,2,6.17586727,3,3,Y,5.081404365,0,0,0,0,1,2007,Warranty Deed,Normal,,0,2,7.628517627,180.3333333,3.663561646,Yes,No,No,No,No,0,0,Test
2381,1-Story (Newer),Low Density,130,9.367344121,Reg,Lvl,Corner,Gtl,NWAmes,Normal,1Fam,1-story,6,5,3.688879454,1,Gable,Shingle,Ply,Ply,Brick,5.283203729,2,2,PConc,4,3,1,5,6.814542897,1,0,5.955837369,7.167037877,GasA,1,Y,SBrkr,7.167037877,0,0,7.166265974,1,0,1,1,3,1,3,6,Typ,0,0,5,1968,5,2,6.270988432,3,3,Y,0,5.272999559,0,5.303304908,0,4,2007,Warranty Deed,Normal,,1,2,7.6989362,215.8333333,3.688879454,No,Yes,No,No,Yes,0,0,Test
2382,1-Story (Newer),Low Density,108,9.33767762,IR1,Lvl,Corner,Gtl,NWAmes,Normal,1Fam,1-story,7,7,3.583518938,0,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,4,5.84932478,1,0,6.658011046,7.025538315,GasA,2,Y,SBrkr,7.384610383,0,0,7.383989458,0,0,2,0,3,1,4,8,Typ,1,3,5,1972,5,2,6.246106765,3,3,Y,5.313205979,0,0,5.549076085,0,5,2007,Warranty Deed,Normal,,0,2,7.579167967,201.25,3.583518938,Yes,No,No,No,Yes,0,0,Test
2383,1-Story (Newer),Low Density,80,9.163982248,Reg,Lvl,Inside,Gtl,NWAmes,Normal,1Fam,1-story,7,6,2.708050201,1,Gable,Shingle,Synthetic,Synthetic,Brick,4.727387819,2,2,PConc,4,3,1,1,0,1,0,7.374629015,7.374629015,GasA,4,Y,SBrkr,7.374629015,0,0,7.374001859,0,0,2,0,2,1,4,6,Typ,1,3,5,1993,5,2,6.159095388,3,3,Y,5.252273428,4.394449155,0,0,0,7,2007,Warranty Deed,Normal,,0,2,7.374629015,265.6666667,2.708050201,Yes,Yes,No,No,No,0,0,Test
2384,2-story (Newer),Low Density,78,9.261983605,Reg,Lvl,Inside,Gtl,NWAmes,Normal,1Fam,2-story,7,6,2.708050201,1,Gable,Shingle,Stucco,Stucco,Brick,5.272999559,3,2,PConc,4,3,1,6,6.70930434,1,0,5.799092654,7.046647278,GasA,4,Y,SBrkr,6.995766156,6.892641641,0,7.637716433,1,0,2,1,3,1,4,8,Typ,1,4,5,1993,5,2,6.161207322,3,3,Y,5.463831805,4.465908119,0,0,0,8,2007,Warranty Deed,Normal,,1,3,7.97074039,259.375,2.708050201,Yes,Yes,No,No,No,0,0,Test
2385,1-Story (Newer),Low Density,88,9.281544131,IR1,Lvl,Corner,Gtl,NWAmes,Normal,1Fam,1-story,6,7,3.737669618,1,Hip,Shingle,Ply,Ply,None,0,2,2,CBlock,3,3,1,5,6.675823222,1,0,5.710427017,6.997595983,GasA,3,Y,SBrkr,6.997595983,0,0,6.996681488,1,0,2,0,3,1,3,6,Typ,1,2,5,1966,5,2,6.184148891,3,3,Y,5.416100402,0,0,0,5.993961427,11,2007,Warranty Deed,Normal,,0,3,7.542213463,182.1666667,3.737669618,Yes,No,No,No,No,0,1,Test
2386,1-Story (Newer),Low Density,80,9.287301413,Reg,Lvl,Inside,Gtl,NWAmes,Normal,1Fam,1-story,6,5,3.80666249,1,Gable,Shingle,Ply,Ply,Brick,5.318119994,2,2,CBlock,3,3,1,4,6.426488457,3,5.579729826,5.147494477,6.959398512,GasA,2,Y,SBrkr,6.959398512,0,0,6.958448393,1,0,1,0,3,1,3,6,Typ,0,0,5,1963,5,1,5.743003188,3,3,Y,0,4.8978398,0,0,0,2,2007,CourtDeed_Estate,Normal,,0,2,7.567345676,175.3333333,3.80666249,No,Yes,No,No,No,0,0,Test
2387,1-Story (Newer),Low Density,70,8.99342737,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,6,3.713572067,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,5,6.163314804,4,3.663561646,6.08221891,6.856461985,GasA,2,Y,SBrkr,7.010311867,0,0,7.009408933,1,0,1,0,3,1,4,5,Typ,0,0,5,1967,5,1,5.733341277,3,3,Y,4.48863637,4.17438727,0,0,0,3,2007,Warranty Deed,Normal,,0,2,7.390181428,221.4,3.713572067,Yes,Yes,No,No,No,0,0,Test
2388,Duplex,Low Density,86.8,9.296426321,IR1,Lvl,Inside,Gtl,NAmes,Normal,Duplex,1-story,4,5,3.784189634,1,Gable,Shingle,Ply,Ply,None,0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,N,SBrkr,7.110696123,0,0,7.109879463,0,0,2,0,2,2,3,8,Typ,0,0,5,1964,5,3,6.274762021,3,3,Y,0,0,0,0,0,4,2007,Warranty Deed,Normal,,0,2,7.110696123,153,3.784189634,No,No,No,No,No,0,0,Test
2389,1-Story (Newer),Low Density,74,8.915969311,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.951243719,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,6.084499413,2,5.332718793,5.525452939,6.796823718,GasA,3,Y,SBrkr,6.980075941,0,0,6.979145275,0,0,1,0,2,1,4,6,Min1,1,4,5,1966,5,2,5.983936281,3,3,Y,0,4.290459441,0,0,0,1,2007,Warranty Deed,Normal,,0,1,7.449498005,179,3.737669618,No,Yes,No,No,No,0,1,Test
2390,1-Story (Newer),Low Density,95.6,9.571992907,IR1,Lvl,CulDSac,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.850147602,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,5,5.743003188,2,5.123963979,5.958424693,6.762729507,GasA,2,Y,SBrkr,7.0800265,0,0,7.079184395,1,0,1,0,2,1,3,6,Typ,1,3,5,1961,5,2,6.089044875,3,3,Y,4.859812404,0,0,0,0,8,2007,Warranty Deed,Normal,,0,2,7.418180823,197.8333333,3.850147602,Yes,No,No,No,No,0,0,Test
2391,1-Story (Newer),Low Density,76,9.017119634,IR1,Lvl,CulDSac,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.850147602,1,Gable,Shingle,Synthetic,Synthetic,Brick,4.043051268,2,3,CBlock,3,3,1,5,6.552507887,1,0,5.579729826,6.872128101,GasA,4,Y,SBrkr,6.872128101,0,0,6.871091295,0,0,1,0,3,1,3,5,Typ,1,2,5,1985,5,2,6.665683718,3,3,Y,5.141663557,0,0,0,0,2,2007,Warranty Deed,Normal,,0,1,7.417580402,192.8,3.135494216,Yes,No,No,No,No,0,1,Test
2392,1-Story (Newer),Low Density,70,9.068776808,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.871201011,1,Hip,Shingle,Concrete,Stucco,None,0,2,2,CBlock,3,3,1,1,0,1,0,6.796823718,6.796823718,GasA,2,Y,SBrkr,6.796823718,0,0,6.795705775,0,0,1,0,3,1,3,5,Typ,0,0,5,1965,5,1,5.746203191,3,3,Y,0,0,0,0,0,1,2007,Warranty Deed,Normal,,0,1,6.796823718,178.8,3.761200116,No,No,No,No,No,0,0,Test
2393,1-Story (Newer),Low Density,80,9.082507,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,7,6,3.737669618,1,Hip,Shingle,Ply,Ply,Brick,5.313205979,2,2,CBlock,3,3,1,4,6.484635236,1,0,6.255750042,7.069023427,GasA,4,Y,SBrkr,7.090909822,0,0,7.090076836,0,1,2,0,3,1,3,6,Typ,1,3,5,1966,5,2,6.089044875,3,3,Y,0,0,0,0,0,10,2007,Warranty Deed,Normal,,1,2,7.525639975,200,3.737669618,No,No,No,No,No,0,1,Test
2394,Split,Low Density,80,9.126958763,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,Split,6,5,3.761200116,1,Gable,Shingle,Ply,Ply,Brick,4.59511985,2,2,CBlock,3,3,4,6,6.204557763,1,0,6.308098442,6.949856455,GasA,2,Y,SBrkr,6.949856455,0,0,6.948897222,0,0,2,0,3,1,3,5,Typ,0,0,5,1965,5,2,6.089044875,3,3,Y,5.262690189,0,0,0,0,5,2007,Warranty Deed,Normal,,0,2,7.337587744,208.4,3.761200116,Yes,No,No,No,No,0,1,Test
2395,2-story (Newer),Low Density,80,9.082507,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,2-story,6,7,3.784189634,0,Gable,Shingle,Stucco,Stucco,Brick,5.726847748,2,3,CBlock,3,3,1,5,6.02827852,1,0,6.068425588,6.74051936,GasA,4,Y,SBrkr,6.74051936,7.177782416,0,7.675081858,0,0,2,1,5,1,3,8,Typ,1,4,5,1964,5,2,6.29156914,3,3,Y,0,0,0,5.087596335,0,7,2007,Warranty Deed,Normal,,1,2,7.851271997,269.25,3.784189634,No,No,No,No,Yes,0,1,Test
2396,1-Story (Newer),Low Density,85.2,9.339788439,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,6,5,3.784189634,1,Gable,Shingle,Stucco,Ply,Brick,5.361292166,2,2,CBlock,3,3,1,5,4.007333185,3,6.298949247,6.280395839,7.030857476,GasA,2,Y,SBrkr,7.22620901,0,0,7.225481473,0,1,1,0,3,1,3,7,Typ,1,3,5,1964,5,1,5.659482216,3,3,Y,0,3.36729583,4.442651256,0,0,8,2007,Warranty Deed,Normal,,1,1,7.586803535,196.2857143,3.784189634,No,Yes,Yes,No,No,0,1,Test
2397,1-Story (Newer),Low Density,112,9.998888637,Reg,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,6,7,3.891820298,0,Gable,Shingle,Stucco,Stucco,Brick,4.919980926,2,3,CBlock,3,3,2,5,7.23489842,1,0,5.332718793,7.37337431,GasA,3,Y,SBrkr,7.410347098,0,0,7.409741954,1,0,1,1,3,1,4,6,Typ,1,4,5,1959,5,2,6.23636959,3,3,Y,0,0,0,5.308267697,0,7,2007,Warranty Deed,Normal,,1,2,8.019283793,275.3333333,3.891820298,No,No,No,No,Yes,0,0,Test
2398,1-1/2 Story,Low Density,85,9.406893511,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-1/2-story,5,7,4.219507705,0,Gable,Shingle,Stucco,Ply,None,0,2,2,PConc,3,3,1,2,4.875197323,3,5.560681631,6.073044534,6.712956201,GasA,2,Y,SBrkr,6.812345094,0,0,6.811244379,0,0,1,0,2,1,3,4,Typ,0,0,5,1975,5,2,6.240275845,3,3,Y,5.65248918,3.218875825,0,5.262690189,0,10,2007,Warranty Deed,Normal,,0,1,7.168579897,227,3.496507561,Yes,Yes,No,No,Yes,0,1,Test
2399,1-Story (Newer),Low Density,50,8.517193191,Reg,Lvl,Inside,Gtl,BrkSide,Normal,1Fam,1-story,3,3,4.127134385,0,Gable,Shingle,Stucco,Stucco,None,0,1,1,CBlock,2,2,1,2,5.703782475,1,0,5.908082938,6.502790046,GasA,1,N,SBrkr,6.502790046,0,0,6.501289671,0,1,1,0,2,1,4,4,Typ,0,0,0,0,0,0,0,0,0,N,0,3.970291914,0,0,0,4,2007,Warranty Deed,Normal,,1,1,6.873163834,166.5,7.604894481,No,Yes,No,No,No,0,1,Test
2400,1-1/2 Story,Low Density,51,8.160518247,Reg,Lvl,Inside,Gtl,BrkSide,Near Street,1Fam,1-1/2-story,3,5,4.143134726,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,2,4.976733742,1,0,5.424950017,5.916202063,GasA,2,N,FuseA,6.09356977,5.433722004,0,6.507277712,1,0,1,0,2,1,2,4,Typ,0,0,0,0,0,0,0,0,0,N,0,3.091042453,0,0,7.601402335,7,2007,Warranty Deed,Normal,,0,2,6.703188113,167.5,7.604894481,No,Yes,No,No,No,0,1,Test
2401,1-Story (Newer),Low Density,50,8.551594618,Reg,Lvl,Inside,Gtl,BrkSide,Near Railroad,1Fam,1-story,5,8,3.912023005,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,1,4,5.017279837,5,6.003887067,5.541263545,6.695798917,GasA,4,Y,SBrkr,6.695798917,0,0,6.694562059,0,0,1,0,2,1,3,5,Typ,0,0,5,1963,5,1,5.733341277,3,3,N,4.9698133,0,0,0,0,7,2007,CourtDeed_Estate,Normal,,0,1,7.217443432,161.6,3.80666249,Yes,No,No,No,No,0,0,Test
2402,1-Story (Newer),Low Density,80,9.169518377,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,6,3.970291914,1,Hip,Shingle,Ply,Ply,Brick,5.176149733,2,3,CBlock,3,3,1,4,5.910796644,1,0,6.56667243,6.983789965,GasA,4,Y,SBrkr,7.048386409,0,0,7.047517221,1,0,1,0,2,1,3,6,Typ,0,0,5,1955,5,1,5.666426688,3,3,Y,0,0,0,5.170483995,0,10,2007,Warranty Deed,Normal,,0,2,7.325807503,191.6666667,3.970291914,No,No,No,No,Yes,0,1,Test
2403,Duplex,Low Density,63,9.067393363,Reg,Lvl,Corner,Gtl,NAmes,Normal,Duplex,1-story,5,5,3.688879454,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,1,0,1,0,7.353081921,7.353081921,GasA,2,Y,SBrkr,7.353081921,0,0,7.3524411,0,0,2,0,4,2,3,8,Typ,0,0,5,1968,5,3,6.675823222,3,3,Y,0,0,0,0,0,5,2007,Warranty Deed,Normal,,0,2,7.353081921,195,3.688879454,No,No,No,No,No,0,0,Test
2404,Split,Low Density,74.2,9.215327913,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,Split,5,6,3.737669618,1,Gable,Shingle,Ply,Ply,Brick,4.477336814,2,2,CBlock,3,3,3,6,6.401917197,1,0,5.257495372,6.677083461,GasA,4,Y,SBrkr,7.155396302,0,0,7.154615357,0,1,2,0,3,1,3,6,Typ,1,3,5,1966,5,2,6.070737728,3,3,Y,4.94875989,3.713572067,0,0,0,6,2007,Warranty Deed,Normal,,1,2,7.540621529,213.3333333,3.737669618,Yes,Yes,No,No,No,0,0,Test
2405,Split,Low Density,100,9.169518377,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,Split,6,5,3.850147602,1,Hip,Shingle,Stucco,Stucco,Brick,5.676753802,2,2,CBlock,3,3,3,5,6.398594935,1,0,6.428105273,7.105786129,GasA,2,Y,SBrkr,7.134890852,0,0,7.134093721,1,0,1,0,3,1,3,6,Typ,1,4,5,1961,5,2,6.265301213,3,3,Y,0,0,0,5.129898715,0,5,2007,Warranty Deed,Normal,,0,2,7.525639975,209,3.850147602,No,No,No,No,Yes,0,0,Test
2406,1-Story (Newer),Low Density,73,9.077951184,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,6,7,3.931825633,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,1,5,6.773080376,1,0,4.158883083,6.842683282,GasA,2,Y,SBrkr,6.842683282,0,0,6.841615476,1,0,1,0,2,1,4,4,Typ,0,0,5,1957,5,1,5.755742214,3,3,Y,0,0,0,0,0,9,2007,Warranty Deed,Normal,,0,2,7.501082124,234,3.931825633,No,No,No,Yes,No,0,0,Test
2407,1-Story (Newer),Low Density,65,8.833462721,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,6,3.951243719,1,Gable,Shingle,Stucco,Stucco,Brick,4.007333185,2,2,CBlock,3,3,1,6,6.812345094,1,0,4.615120517,6.91671502,GasA,4,Y,SBrkr,6.91671502,0,0,6.915723449,1,0,1,0,3,1,2,6,Typ,0,0,5,1964,5,1,5.733341277,3,3,Y,0,0,0,0,0,12,2007,Warranty Deed,Normal,,0,2,7.558516743,168,3.784189634,No,No,No,No,No,0,0,Test
2408,1-Story (Newer),Low Density,60,9.017968479,Reg,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.80666249,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,5,5.666426688,1,0,6.64118217,6.960347729,GasA,3,Y,SBrkr,6.960347729,0,0,6.959398512,1,0,1,0,3,1,4,6,Typ,0,0,5,1994,5,2,6.541029999,3,3,Y,5.484796933,0,0,4.700480366,0,7,2007,Warranty Deed,Normal,,0,2,7.201916318,175.5,2.63905733,Yes,No,No,No,Yes,0,0,Test
2409,1-Story (Newer),Low Density,70,9.116029693,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.871201011,1,Hip,Shingle,Ply,Ply,Brick,4.248495242,2,2,CBlock,3,3,1,1,0,1,0,7.043159916,7.043159916,GasA,2,Y,SBrkr,7.043159916,0,0,7.042286172,0,0,1,0,3,1,3,6,Typ,1,4,5,1960,5,1,5.82008293,3,3,Y,0,0,0,0,0,6,2007,Warranty Deed,Normal,,0,1,7.043159916,190.6666667,3.871201011,No,No,No,No,No,0,0,Test
2410,1-Story (Newer),Low Density,80,9.183585635,Reg,Lvl,Inside,Gtl,NAmes,Near Street,1Fam,1-story,6,6,3.931825633,0,Gable,Shingle,Stucco,Stucco,Brick,5.669880923,2,2,CBlock,3,3,1,4,6.50578406,3,4.934473933,6.265301213,7.194436851,GasA,3,Y,SBrkr,7.451241685,0,0,7.450660796,0,0,1,0,4,1,3,8,Typ,3,3,5,1957,5,2,6.142037406,3,3,Y,0,0,0,0,0,4,2007,Warranty Deed,Normal,,0,1,7.835183755,215.125,3.931825633,No,No,No,No,No,0,0,Test
2411,1-Story (Newer),Low Density,72,9.187071745,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.931825633,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,6.240275845,1,0,6.018593214,6.827629235,GasA,2,Y,FuseA,6.827629235,0,0,6.826545224,1,0,1,0,2,1,3,5,Typ,0,0,5,1957,5,1,5.733341277,3,3,Y,0,3.555348061,0,0,0,4,2007,Warranty Deed,Normal,,0,2,7.268920128,184.4,3.931825633,No,Yes,No,No,No,0,1,Test
2412,1-Story (Newer),Low Density,70,9.409027283,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,6,3.970291914,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,3,3,6.66057515,1,0,6.052089169,7.094234846,GasA,2,Y,SBrkr,7.252762418,0,0,7.252053952,0,0,1,0,3,1,3,7,Typ,1,3,5,1955,5,1,5.739792912,3,3,Y,5.631211782,4.418840608,0,0,0,6,2007,CourtDeed_Estate,Normal,,0,1,7.692569648,201.5714286,3.970291914,Yes,Yes,No,No,No,0,0,Test
2413,1-Story (Newer),Low Density,75,9.215327913,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.970291914,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,5.666426688,1,0,6.834108739,7.104144093,GasA,2,Y,SBrkr,7.104144093,0,0,7.103322063,1,0,1,0,3,1,3,5,Typ,0,0,5,1955,5,1,5.82008293,3,3,Y,0,0,0,0,0,8,2007,Warranty Deed,Normal,,0,2,7.316548177,243.2,3.970291914,No,No,No,No,No,0,0,Test
2414,1-Story (Newer),Low Density,60,9.354960062,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,9,4.007333185,0,Gable,Shingle,Synthetic,Stucco,None,0,2,4,CBlock,3,3,1,4,6.013715156,1,0,6.124683391,6.762729507,GasA,3,Y,SBrkr,7.051855623,0,0,7.050989447,0,0,1,1,3,1,5,6,Typ,0,0,5,1962,5,1,5.82008293,3,3,Y,4.158883083,0,0,0,0,7,2007,Warranty Deed,Normal,,1,1,7.35436233,192.3333333,3.828641396,Yes,No,No,No,No,0,0,Test
2415,Duplex,Low Density,70,8.996899596,Reg,Lvl,Inside,Gtl,NAmes,Normal,Duplex,1-story,5,5,3.912023005,1,Hip,Shingle,Stucco,Stucco,Stone,5.564520407,2,2,CBlock,3,3,1,1,0,1,0,7.353081921,7.353081921,GasA,2,Y,SBrkr,7.353081921,0,0,7.3524411,0,0,2,0,4,2,3,8,Typ,0,0,5,1958,5,2,6.184148891,3,3,Y,0,0,0,0,0,12,2007,Warranty Deed,Normal,,0,2,7.353081921,195,3.912023005,No,No,No,No,No,0,0,Test
2416,1-Story (Newer),Low Density,60,9.301094735,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,6,6,4.025351691,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,5,6.091309882,1,0,6.230481448,6.855408799,GasA,2,Y,SBrkr,6.855408799,0,0,6.854354502,0,0,1,0,2,1,3,5,Typ,0,0,5,1952,5,2,6.018593214,3,3,N,0,3.891820298,0,0,0,4,2007,Warranty Deed,Normal,,0,1,7.237059026,189.6,4.025351691,No,Yes,No,No,No,0,0,Test
2417,1-Story (Newer),Low Density,68,8.979920412,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,6,7,4.007333185,1,Hip,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,4.454347296,5,6.862757913,0,6.947937069,GasA,2,Y,FuseF,6.947937069,0,0,6.946975992,0,1,1,0,3,1,3,6,Typ,0,0,5,1953,5,1,5.683579767,3,3,Y,0,0,0,0,0,6,2007,Warranty Deed,Normal,,1,1,7.640603826,173.3333333,4.007333185,No,No,No,No,No,0,1,Test
2418,1-Story (Newer),Low Density,71,9.052516287,Reg,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,5,8,3.951243719,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,3,CBlock,3,3,1,3,4.744932128,5,6.539585956,4.795790546,6.830874235,GasA,2,Y,SBrkr,6.830874235,0,0,6.829793738,1,0,1,0,3,1,4,5,Typ,0,0,5,1956,5,1,5.533389489,3,3,Y,5.030437921,0,0,0,0,6,2007,Warranty Deed,Normal,,0,2,7.456454555,185,3.951243719,Yes,No,No,No,No,0,0,Test
2419,1-1/2 Story,Low Density,55,8.874867636,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-1/2-story,4,4,3.970291914,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,PConc,3,3,1,3,5.017279837,1,0,6.947937069,7.082548569,GasA,3,Y,SBrkr,6.947937069,6.216606101,0,7.339537695,1,0,1,0,4,1,2,7,Typ,0,0,5,2002,5,1,5.866468057,3,3,Y,0,0,0,0,0,8,2007,Warranty Deed,Normal,,0,2,7.433075349,220,1.791759469,No,No,No,No,No,0,0,Test
2420,1-Story (Newer),Low Density,70,9.035986985,Reg,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.970291914,1,Gable,Shingle,Stucco,Stucco,None,0,2,3,CBlock,3,3,1,4,6.677083461,1,0,4.875197323,6.828712072,GasA,2,Y,SBrkr,6.830874235,0,0,6.829793738,1,0,1,0,3,1,3,5,Typ,2,3,5,1955,5,1,5.96870756,3,3,Y,4.406719247,0,0,0,0,3,2007,Warranty Deed,Normal,,0,2,7.449498005,185,3.970291914,Yes,No,No,No,No,0,1,Test
2421,1-Story (Newer),Low Density,75,9.162409838,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,4,6,4.007333185,1,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,1,4,6.390240667,3,5.872117789,5.056245805,7.008505182,GasA,3,Y,SBrkr,7.40731771,0,0,7.40671073,1,0,1,0,3,1,3,6,Min1,1,2,5,1953,5,1,5.638354669,3,3,Y,5.420534999,0,0,0,0,2,2007,Warranty Deed,Normal,,0,2,7.862112212,274.5,4.007333185,Yes,No,No,No,No,1,1,Test
2422,1-Story (Newer),Low Density,90.6,9.66668869,Reg,Lvl,Inside,Gtl,OldTown,Near Street,1Fam,1-story,5,5,4.025351691,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,3,5.680172609,1,0,6.450470422,6.829793738,GasA,2,Y,SBrkr,6.829793738,0,0,6.828712072,0,0,1,0,2,1,3,6,Typ,0,0,5,1952,5,1,6.042632834,3,3,Y,0,5.783825182,0,0,5.993961427,6,2007,Warranty Deed,Normal,,0,1,7.104144093,154,4.025351691,No,Yes,No,No,No,0,1,Test
2423,1-1/2 Story,Low Density,60,9.56029277,Reg,Lvl,Inside,Gtl,OldTown,Near Street,1Fam,1-1/2-story,4,7,4.770684624,0,Gable,Shingle,Synthetic,Synthetic,None,0,3,3,CBlock,2,3,1,1,0,1,0,6.830874235,6.830874235,GasA,3,Y,SBrkr,6.908754779,6.300785795,0,7.342131731,0,0,2,0,3,1,3,7,Typ,0,0,0,0,0,0,0,0,0,N,5.446737372,0,0,0,0,4,2007,Warranty Deed,Normal,,0,2,7.342779189,220.5714286,7.604894481,Yes,No,No,No,No,0,0,Test
2424,1-1/2 Story,Low Density,65.4,9.400878084,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-1/2-story,5,6,4.007333185,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,2,1,2,5.293304825,1,0,6.926577033,7.104144093,GasA,4,Y,SBrkr,7.104144093,0,6.240275845,7.454719949,1,0,1,0,3,1,3,7,Typ,1,4,5,1953,5,1,5.918893854,3,3,Y,5.303304908,0,0,0,0,6,2007,Warranty Deed,Normal,,0,2,7.799343398,246.8571429,4.007333185,Yes,No,No,No,No,0,1,Test
